video_titles,source
¡JUSTO AHORA! PETROLEROS ENFURECIDOS CORRETEAN A SAMUEL GARCÍA. ENTÉRATE QUÉ LES HIZO!,El Chapucero
¡ÚLTIMA HORA! LOZOYA YA ENTREGÓ VIDEOS DE SALINAS Y SU HIJO RECIBIENDO BILLETIZA,El Chapucero
¡LO TIENES QUE SABER! EN CHATS DE FRENAA PLANEAN MAGNICIDIO. ¡ENTÉRATE DE SUS PLANES!,El Chapucero
¡ESTO ACABA DE PASAR! ESTE PRESIDENTE SE DESVIVIÓ EN ELOGIOS A AMLO ¡ENTÉRATE PORQUÉ!,El Chapucero
¡ENTÉRATE! DESCUBREN FOBAPROA SECRETO DEL TRAIDOR SECRETARIO DE HACIENDA,El Chapucero
FISCALÍA YA TIENE TESTIGO PROTEGIDO CON PRUEBAS VS CALDERÓN. ¡ENTÉRATE QUIÉN ES!,El Chapucero
¡ACABA DE PASAR! EJÉRCITO ADVIERTE A FISCAL DE GTO QUE NO LIBERE AL MRR0. ¡ENTÉRATE QUÉ DIJO!,El Chapucero
¡ENTÉRATE! PERIODISTA ROMPE CON TV AZTECA Y DICE TERRIBLES SECRETOS SOBRE SU DUEÑO,El Chapucero
¡JUSTO AHORA! LOZOYA YA NO QUIERE CUMPLIR TRATO CON LA FGR. ¡ENTÉRATE SUS MAÑAS!,El Chapucero
¡JUSTO AHORA! ENRIQUE ALFARO PUEDE IR A LA CÁRCEL POR ESTA RAZÓN. ¡GATELL LO TIENE EN SUS MANOS!,El Chapucero
¡VELO ANTES QUE LO BORREN! ESTA ES LA PRIMERA CONFESIÓN DEL MRRO. ¡ENTÉRATE QUÉ DIJO!,El Chapucero
Esto pasó en la madrugada. ¡Guardia Nacional detuvo al Marro! Entérate de los detalles,El Chapucero
MENSAJE A TODOS LOS ASPIRANTES DE MORENA Y PT A CARGOS DE ELECCIÓN EN 2021,El Chapucero
¡JUSTO AHORA! SE LE ARRUGÓ A BOROLAS. ¡ENTÉRATE CÓMO LE PIDIÓ PERDÓN A AMLO!,El Chapucero
"¡ENTÉRATE LO QUE ME DIJO SANTIAGO NIETO SOBRE LOZOYA, EPN, FOX, DUARTE Y MÁS CORRUPTOS!",El Chapucero
¡INSÓLITAS REVELACIONES! REGRESÉ Y DE INMEDIATO ARISTÉGUI ME CENSURÓ: QUESADILLA,El Chapucero
FILTRAN VIDEOLLAMADA DE CALDERÓN ORGANIZANDO GOLPE VS AMLO. ¡ENTÉRATE CON QUIÉNES!,El Chapucero
¡ACABA DE PASAR! EU ORDENA APRESAR A MÁS AMIGOS DE BOROLAS. ¡ENTÉRATE QUIÉNES SON!,El Chapucero
¡ACABA DE PASAR! A GRITOS REPORTEROS RECLAMAN A AMLO NOMBRAMIENTO DE CÓNSUL. ¡ASÍ RESPONDIÓ!,El Chapucero
¡JUSTO AHORA! LOZOYA CANTÓ CONTRA OSORIO CHONG Y ESPOSA ¡ENTÉRATE CÓMO LO EMBARRÓ!,El Chapucero
JUSTO AHORA! AMLO SE ENTERÓ QUE CIRO LE DIJO MACHISTA POR NO USAR CUBREBOCAS. ¡ASÍ REACCIONÓ!,El Chapucero
JUSTO AHORA! REPORTERA PROAMLO ES NOMBRADA CÓNSUL ¡Y ESTALLARON DE CELOS LOS CHAYOTEROS!,El Chapucero
¡JUSTO AHORA! SE ARREPIENTE LOZOYA. ¡SÍ VA A CANTAR!. ENTÉRATE QUÉ DIJO AL FINAL,El Chapucero
¡NO PUEDE SER! ¡SILENCIARON A LOZOYA! ENTÉRATE QUÉ PASÓ EN EL JUICIO,El Chapucero
¡HACE UN MOMENTO! ENTÉRATE CÓMO TEVEAZTECO LE FALTÓ EL RESPETO A FALLECIDOS POR COVID,El Chapucero
SALINAS BUSCA QUE REY DE ESPAÑA LO PROTEJA. ¡ENTÉRATE DE LOS PLANES DE SU FUGA!,El Chapucero
¡JUSTO AHORA! ALISTA FGR CAPTURA DE EXSECRETARIO DE GOBERNACIÓN ¡ENTÉRATE QUIÉN ES!,El Chapucero
ESTO ACABA DE PASAR. LOZOYA SOBORNÓ A ANAYA ¡CON DEPAS DE LUJO! ¡ENTÉRATE DÓNDE ESTABAN!,El Chapucero
¡ESTO ACABA DE PASAR! LA FGR IRÁ TRAS ANAYA POR SOBORNOS DE LOZOYA,El Chapucero
ENTÉRATE LO QUE DIJO LORD MOLÉCULA SOBRE LO QUE NO SE VE EN LAS MAÑANERAS!,El Chapucero
ESTO ACABA DE PASAR. ¡CLAUDIO X GONZALEZ HUYE DEL PAÍS! ENTÉRATE QUÉ LE ENCONTRARON,El Chapucero
ESTO ACABA DE PASAR! LOZOYA EMBARRÓ A MEADE. ¡ENTÉRATE CUÁNTOS MILLONES LE DIO!,El Chapucero
¡Esto acaba de pasar! AMLO humilló a conductores de Televisa. ¡Entérate quiénes fueron!,El Chapucero
TIENES QUE VERLO. Ya hay comprador para el avión presidencial. Mira a dónde lo van a llevar!,El Chapucero
¡ESTO ACABA DE PASAR! Juncal reveló lo que sucedió después que increpó a Alfaro. ¡No lo vas a creer!,El Chapucero
¡Esto acaba de pasar! AMLO está muy triste. COVID se llevó a familiares. ¡Entérate quiénes son!,El Chapucero
¡Esto acaba de pasar! Estallan de júbilo FRENAA y BOA por nuevos consejeros. ¡Aprobarán MexLibre!,El Chapucero
¡JUSTO AHORA! Elige Congreso nuevos consejeros del INE. ¡Entérate quiénes son!,El Chapucero
¡ESTO ACABA DE PASAR! AMLO reclama a Mario Delgado su TRAICIÓN. ¡Entérate qué le dijo!,El Chapucero
ESTO ACABA DE PASAR! MORENA y PT consuman la traición. ¡Le ceden el INE al PRIAN!,El Chapucero
¡JUSTO AHORA! FGR alista órden de aprehensión vs exsecretario de Calderón. ¡Entérate quién es!,El Chapucero
¡Esto acaba de pasar! Se termina la pesadilla. México tendrá la vacuna ¡este año!,El Chapucero
¡JUSTO AHORA! Entérate a quién entregará Lozoya para evitar la cárcel (No es EPN ni Borolas),El Chapucero
¡Esto acaba de pasar! Videgaray es increpado en el MIT por caso Lozoya. ¡Entérate lo que dijo!,El Chapucero
¡JUSTO AHORA! AMLO y la SEDENA respondieron al Mncho. ¡Entérate lo que dijeron!,El Chapucero
¡Esto acaba de pasar! Se rebeló la bancada de MORENA por gran traición de Mario Delgado,El Chapucero
¡Esto acaba de pasar! En nuevo video el M3ncho aclara que su guerra no es vs AMLO,El Chapucero
¡Esto acaba de pasar! Explota planta de oxígeno de INFRA. ¡Van a escasear tanques!,El Chapucero
¡Esto acaba de pasar! Así respondió el Ejército Mexicano al M3ncho,El Chapucero
¡Contraataca FRENAA! Busca fabricar delitos vs youtubers para meterlos al bote / inv: Rata Política,El Chapucero
Entre AMLO y Juncal Solano le dieron tremenda humillada a Enrique Alfaro,El Chapucero
Ya recibí protección de AMLO. Tengo miedo del desquiciado de Lozano: Hans,El Chapucero
Diego Sinuhé ¡se puso muy nervioso frente a AMLO! Así se humilló para salvar el pellejo,El Chapucero
"Vicente, Rafa y Chapucero descubrimos real identidad de Lectómano",El Chapucero
AMLO estupefacto al enterarse de amenazas vs Hans Salazar. ¡Ordena protección inmediata!,El Chapucero
¡Yo también estaría muy enojado como Gatell por lidiar con tan ineptos gobernadores!,El Chapucero
AMLO le dice sí a Putin y ordena traer a Ebrar comprar fármaco ruso vs COVID,El Chapucero
¡Tiembla Borolas! EU manda toneladas de evidencia contra el expresidente,El Chapucero
Chayoteros se tragan su orgullo y ¡hablan bien de AMLO!,El Chapucero
"AMLO le propinó 3 ""VIVAS MÉXICO"" en su cara a Trump en la Casa Blanca",El Chapucero
"Llueven en USA reclamos a Jorge Ramos, Aristégui y Lord Chillón por traidores",El Chapucero
Llegó AMLOMANÍA a Washington. Gringos se sorprenden de masivo apoyo a AMLO,El Chapucero
"FRENAA amenaza de mu.3r.t.3 a youtubers. Rata Política, Campe y Chapucero ¡en la mira!",El Chapucero
¡Tumba FRENAA El Ganso Informativo!. Cumple Youtuber de Lozano su amenaza,El Chapucero
Gobierno de AMLO le paga 115 mdp a Radio Formula para que insulten a su esposa e hijo,El Chapucero
"AMLO le pondrá seguridad especial a Lozoya para que nadie lo ""silencie""",El Chapucero
Reportera quiso ridiculizar a AMLO por no usar computadoras. ¡Nunca espero la respuesta!,El Chapucero
FRENAA se organiza en chats para tumbar todos los canales del Chapucero!,El Chapucero
AMLO hace muy preocpuantes declaraciones. ¡El gabinete corre riesgo!,El Chapucero
Ciro difunde insólita mentira para provocar rebrote en CDMX. Redes exigen que SEGOB castigue,El Chapucero
Youtuber de FRENAA se adjudica fin de El Chapucero. Siguen Campe y Nopal,El Chapucero
AMLO se hartó de Diego Sinuhé y así lo amenazó. El presidente estaba irreconocible,El Chapucero
¡ALARMA MILLONARIA! Grandes empresas quiebran porque AMLO no las rescató,El Chapucero
Se desquita Calderón con esposa de AMLO por festejos de su triunfo. Beatriz ¡no aguantó!,El Chapucero
YouTube ha decidido matar mi canal. Tendré que abandonarlo,El Chapucero
Deschamps quiso fingir su muerte por COVID ante extradición de Lozoya. La 4T lo impidió,El Chapucero
¡AMLO alista demandas penales contra españoles! Iberdrola tendrá que regresar todo,El Chapucero
¡URGENTE! México hace alianza con China para fabricar YA vacunas vs COVID,El Chapucero
AMLO regañotea a Castañeda por racista y clasista. El excanciller ¡está desaparecido!,El Chapucero
CNDH le da artera puñalada en la espalda a John Ackerman pero AMLO ¡salió a defenderlo!,El Chapucero
Confiesa esposa de AMLO que sintió miedo que enviado de Borolas ¡la acabara gol.peando!,El Chapucero
Explota el Dr. Hugo contra chayotero en conferencia. Le dijo en su cara ¡que ya no difamara!,El Chapucero
Explota embajador de EU vs AMLO porque dejó de importar gasolina a Texas,El Chapucero
Asume AMLO el mando en Guanajuato. Gobernador abandonó sus funciones por cómplice,El Chapucero
Los Clinton maniobran con ITESM y FEMSA para sabotear gira de AMLO a EU,El Chapucero
¡AMLO desafía a jueces! No detendrá el Tren Maya a pesar de amparos tramposos,El Chapucero
Gobernador de Michoacán ¡es el dueño de Latinus! Pagó millones para atacar a Irma Sandoval,El Chapucero
Buenrostro alista demandas penales vs Meade y Videgaray por crear SAT paralelo,El Chapucero
¡Contraataca INE! Amenazan con cancelar mañanera si AMLO vuelve a criticarlos,El Chapucero
AMLO amenaza con cárcel a consejeros del INE si permiten fraude el otro año,El Chapucero
ULTIMA HORA! ¡ALERTA DE TSUNAMI EN HUATULCO! ¡SE RETIRA EL MAR DE LA PLAYA!,El Chapucero
Dr. Hugo le dio un brutal calladón de hocico a reportera venenosa,El Chapucero
Increpan a Beatriz Gutiérrez en avión. Fue enviado por Borolas y Chumel,El Chapucero
"Charlatán de Harvard lanza guerra sucia contra Dr. Hugo, pero le dan ¡calladón de hocico!",El Chapucero
John Ackerman demandaría penalmente a Loret en USA respaldado por Yale,El Chapucero
AMLO se harta de traiciones en su gabinete y corre a infiltradas de Borolas,El Chapucero
"Chumel Torres más letal que el COVID, ¡acabó matando el CONAPRED!",El Chapucero
AMLO truena contra la Coroña española. ¡Turbomadrazo al Rey de España!,El Chapucero
Loretito se pone rudo y calumnia a John Ackerman y esposa con una mentira marca diablo,El Chapucero
"Si testifican contra Borolas, AMLO daría amnistía a Elba Esther y cómplices",El Chapucero
Sorprende TRAICIÓN de nuevo dirigente de MORENA. Se quiere aliar ¡CON EL VERDE!,El Chapucero
La BOA se obsesiona conmigo y así me tira veneno. Se meten ¡hasta con mi esposa!,El Chapucero
Alista 4T duro golpazo a canadienses: ¡nacionalizará el litio de Sonora!,El Chapucero
Humilla Beatriz Gutiérrez a Chumel; lo obligó a pedirle perdón públicamente,El Chapucero
"¡Contraataca Chumel! Ante reclamos de Beatriz Gutiérrez, la compara con La Gaviota",El Chapucero
No se midió AMLO y le dio este TURBOMADRAZOTE a Chumel Torres. ¡Nunca lo habías visto así!,El Chapucero
AMLO no se deja intimidar por EU y alista venta de gasolina a Venezuela,El Chapucero
Chumelgate acaba sacando a estos periodistas racistas que se decían liberales,El Chapucero
Enfurecen AMLO y su esposa con Chumel por ataques a su hijo. ¡Exigen disculpas públicas!,El Chapucero
La 4T invita a Chumel para que hable ¡en contra del clasismo! Redes EXPLOTAN de coraje,El Chapucero
Chayoteros comparan los consejos de AMLO ¡con las tonterías de Bárbara de Regil!,El Chapucero
Enloquece la BOA. Amenazan con cerrar plantas de CFE para defender a Iberdrola,El Chapucero
AMLO se mofa de Iberdrola por acusarlo con Trump y el Rey Felipe. Hicieron el MEGAOSO,El Chapucero
AMLO alista pulverización de órganos autónomos secuestrados por neoliberales,El Chapucero
"Traidores acusan a AMLO ante Trump, el Papa y el Rey de España. ¡Buscan intervención extranjera!",El Chapucero
Traidores de la 4T le pagan a líder de COPARMEX ¡100 mil pesos mensuales!,El Chapucero
Fase 3. Epidemia se alarga hasta octubre. Dr. Hugo bajo fuego ¡pero él nunca mintió!,El Chapucero
Alfaro contrata a asesor de Guaidó que pagó mercenarios de EU para tumbar a Maduro,El Chapucero
Enloquece Alatorre ante sorpresiva sentencia para que Azteca ¡pague 35 mil mdp!,El Chapucero
AMLO reclama a Canadá por no pagar impuestos a México. ¡Alista SAT demandas internacional!,El Chapucero
Grosera reportera se pone altanera con AMLO. ¡Lo acusa de estar infectado!,El Chapucero
¡No se lo esperó Alfaro! AMLO le arrebata un senador y lo registra en MORENA,El Chapucero
Esconde REFORMA brote masivo de COVID en oficinas. Obliga a todos a trabajar,El Chapucero
¡Sorprende AMLO! Revela documento secreto donde EU planea tumbarlo,El Chapucero
Sanjuana alista demanda penal contra Carmen Aristégui. ¡La quiere en la cárcel!,El Chapucero
Loret paga más de 200 mil pesos para que YouTube lo promocione ¡en canales proAMLO!,El Chapucero
Senado obligado a desaparecer poderes en Jalisco. Admite Alfaro que CJNG controla polis,El Chapucero
AMLO se pone duro con la OPEP y da por finalizado el acuerdo de recorte,El Chapucero
AMLO le da calladón de hocico al REFORMA por decir que COVID ¡está peor que Italia!,El Chapucero
AMLO les restregó a Quardi y Borolas que no pudieron sabotear Tren Maya,El Chapucero
Jalife exhibe depa de lujo de Loretito en Miami. El chayotero enloquece y así respondió,El Chapucero
"Sin pruebas, Alfaro le echa la culpa a AMLO de caos. El presidente ¡ENFURECIÓ!",El Chapucero
¡ARDE JALISCO! Irrumpen en palacio de gobierno por crimen de Giovanni. Alfaro ¡en su búnker!,El Chapucero
Explotan redes contra Enrique Alfaro por defender PolicíasAse.sin.os,El Chapucero
México reportó mil muertos en un día por COVID. ¿Falló el Dr. Hugo?,El Chapucero
Borolas mancilló la memoria de Héctor Suárez con este ruin comentario,El Chapucero
"AMLO pone ejemplo a mexicanos de cómo arrancar ""nueva normalidad"" sin miedo",El Chapucero
¡TIEMBLAN GOBERS! SAT encuentra fraude fiscal en Michoacán y Tamaulipas.,El Chapucero
Fallaron pronósticos fatales sobre COVID. No le quitaron ninguna pluma al ganso!,El Chapucero
Damián Alcázar les dice cobardes y pusilánimes a arrepentidos de votar por AMLO,El Chapucero
Así están enloqueciendo whitexicans por fin de privilegios en México,El Chapucero
¡Se desata guerra de spots! MORENA ataca a chayoteros en TV nacional. Se arden panistas y responden,El Chapucero
Reforma cae todavía más bajo y así extorsiona a 2 secretarios de Estado,El Chapucero
AMLO doblega a gigantes. Cayeron Walmart y Femsa. Va por Aeroméxico y Bancomer,El Chapucero
AMLO les dio una regañiza marca diablo a ministros por aumentarse el sueldo,El Chapucero
Aristégui quiere aprovecharse de Vicente Serrano para salvar su carrera,El Chapucero
AMLO usará dinero de Walmart para becar 30 mil médicos en el extranjero,El Chapucero
"Desesperada Aristégui por duras críticas, ¡pide perdón a las Benditas Redes!",El Chapucero
¡Se termina Fase 3! AMLO no se subirá a aviones. Giras serán por carretera,El Chapucero
"Periodistas e influencers anti-AMLO crean frente opositor, ¡que no aguantó ni una hora!",El Chapucero
Ciro explota por nuevo documental de AMLO en Palacio. ¡Así atacó a Epigmenio!,El Chapucero
Golpazo mortal a Aristégui. Sus propias fuentes la desmienten en caso Notimex,El Chapucero
¡No se lo esperaron! AMLO lanza decretazo para desaparecer el INE. ¡Entérate!,El Chapucero
Video completo y sin editar de turbomadrazo del Dr. Hugo y ardida senadora,El Chapucero
"Dr. Hugo le da calladón de hocico a senadora. Ardida, ¡lo acusa de misógino!",El Chapucero
"Por esta razón, AMLO casi rompe la cuarentena y sale a festejar",El Chapucero
Se desploman Elektra y TV Azteca. Cayó utilidad ¡casi 100%! Funcionó boicot masivo,El Chapucero
Laura G desenmascara a Loret ¡y da sorprendentes revelaciones! ¡Loretito enfurece!,El Chapucero
AMLO sorprende al mundo y doblega a Walmart. ¡Pagan más impuestos en México que en EU!,El Chapucero
URGENTE! Vinculan a Manlio y Videgaray en crimen político. AMLO ordena a FGR que no los proteja,El Chapucero
Prensa chayotera esconde recuperación milagrosa del peso y crudo mexicano,El Chapucero
AMLO les declara la GUERRA a eléctricas españolas. No se deja intimidar por extranjeros,El Chapucero
Presidencia debería VETAR DE POR VIDA a groseros reporteros de la mañanera,El Chapucero
ENLOQUECE! Presidente de Guatemala culpa a AMLO del COVID en su país,El Chapucero
¡ALELUYA! AMLO anuncia por fin investigación contra PEÑA NIETO. ¡Se cumplió nuestro deseo!,El Chapucero
Fracasa proyecto internacional de Loretito y Brozo. En EU naaadie los peló,El Chapucero
"¡La volví a regar! Acusé al Dr. Hugo de malas proyecciones, ¡pero no era cierto!",El Chapucero
Leo Zuckerman ríe como colegiala enamorada ante Borolas,El Chapucero
Insolente reportera va a defender a Aristégui en mañanera. AMLO ¡le dio calladón de hocico!,El Chapucero
Aristégui cae al fondo ¡y se vuelve calderonista! Lozano la defendió con todo por órden de Borolas,El Chapucero
AMLO alista sablazo a magnates. ¡Les quitarán parte de sus fortunas!,El Chapucero
Fase 3. ¡Fracasan cuarentenas y surgen rebrotes! México llegará a más de 100 mil casos,El Chapucero
INCREIBLE. La Coparmex se ampara para que el Dr. Hugo no informe del COVID,El Chapucero
AMLO prepara golpazo histórico a bancos extranjeros. ¡Entérate de qué se trata!,El Chapucero
Impulsan Golpe de Estado vs AMLO con pretexto de que ¡nos lleva al comunismo!,El Chapucero
AMLO exige a jueces alargar condena de Duarte para que no salga en 2021,El Chapucero
Revelan secreto de Aristégui del pasado. Así es como se involucró con Rosario. ¡Por eso odia a AMLO!,El Chapucero
"¡Duro contraataque! En 24 horas, jueces ponen en riesgo la 4T. ¡Esto fue lo que pasó!",El Chapucero
¡Turbomadrazo de AMLO a empresarios españoles! Les quitó su minita de oro,El Chapucero
¡Impactante! Estos son los buques petroleros de Vicente Fox. Pero no tiene dinero para comer,El Chapucero
Así fue la gigantesca traición de Aristegui a AMLO. Benditas Redes ¡la destrozaron!,El Chapucero
AMLO lanza llamado urgente a respetar cuarentenas ante datos que la gente ¡ya le vale!,El Chapucero
AMLO pone en riesgo su vida y ¡regresa a sus giras! Inaugurará el Tren Maya,El Chapucero
Lily Téllez es la más grande traidora desde Victoriano Huerta,El Chapucero
¡Organizan fiestas para contagiarse del COVID! Así respondió AMLO ante esta locura,El Chapucero
¡Cancelado regreso a clases en junio! SEP dice que no hay condiciones,El Chapucero
Estos errores en llamada telefónica de amenaza al Reforma delataron burdo montaje,El Chapucero
Putin sale a defender a AMLO. Desde Moscú exhiben despidos masivos en prensa mexicana,El Chapucero
Fox sale de su cueva ¡y se declara en quiebra! No quiere pagar impuestos al SAT,El Chapucero
Fase 3. ¡Alistan fin de cuarentena! Así será el desconfinamiento en México,El Chapucero
¡Se aplanó la curva! Comienza fase de descenso en estas ciudades,El Chapucero
¡ULTIMO MINUTO! SAT embarga aviones de Interjet. Familia Alemán tramita quiebra de aerolínea,El Chapucero
Filtran contenido de 3 videos de Genaro pidiendo dinero a narcos a nombre de Borolas,El Chapucero
¡Turbomadrazo de AMLO al New York Times! Ningún presidente del mundo los enfrentó así,El Chapucero
Fase 3. Reino Unido estima un millón de casos en MX. Pico sería 20 de mayo,El Chapucero
Ciro ordenó a reporteros infiltrarse en hospitales ¡y salieron infectados de COVID!,El Chapucero
"AMLO les da calladón de hocico a Narro, Frenk y Chertorivski por destruir salud en México",El Chapucero
Empresarios amenazan AMLO que los rescate o sufrirá consecuencias. Esto les respondió,El Chapucero
AMLO amenaza con demandas a Twitter y Face para que expulsen a Borolas,El Chapucero
¡Jaque mate de AMLO a Borolas! Así le tendió una trampa para obligar a EU a procesarlo,El Chapucero
¡Diario chayotero envía refuerzos! Infiltran a más reporteras para increpar al Dr. Hugo,El Chapucero
"¡Explosivas revelaciones! Nieto congelaría cuentas de Videgaray, Narro y Antorcha Campesina",El Chapucero
¡Turbomadrazo del Dr. Hugo a Narro! Le dio un calladón de hocico marca diablo,El Chapucero
AMLO y Gatell presumen que México superó a EU y Europa en detener el COVID,El Chapucero
"Borracho, López Dóriga le echa la culpa a AMLO por muerte de su guarro por COVID",El Chapucero
AMLO: el presidente mejor evaluado del mundo por la pandemia,El Chapucero
"AMLO dice lo que todos callan sobre la DEA, la CIA y el FBI: son cómplices del narco",El Chapucero
Fase 3. ¡Malas noticias! Ejército quiere extender cuarentena después de junio,El Chapucero
Desesperado Loretito sale a defender a Borolas ante confirmación en EU que sí era narco,El Chapucero
¡Responde Borolas a Roberta Jacobson! Mandó carta con insólita amenaza a los EEUU,El Chapucero
"Bartlett infecta a la 4T. Si no renuncia de inmediato, AMLO se va a arrepentir",El Chapucero
"¡Tiembla Tumbaburros! AMLO, la Guardia y la FGR ya saben de irrupción en bodega COVID",El Chapucero
¡Cae megaemporio! Cierra farmacéutica favorita de EPN. La UIF rastrea dinero en Europa,El Chapucero
Destrozan redes a Samuel García y esposa por lucrar con COVID. ¡Hasta Dalas le dio!,El Chapucero
Compara AMLO crisis por COVID con las de Zedillo y Borolas. ¡Los deja CALLADOS!,El Chapucero
Interjet vendió 200 mil boletos ¡sin tener aviones! Profeco quiere evitar masivo fraude,El Chapucero
Sinagpur revela que MX llegó al pico de contagios. En junio cae 99% la pandemia,El Chapucero
"Espantados empresarios por demanda penal de AMLO vs Walmart, ¡pagan sus impuestos!",El Chapucero
AMLO demanda penalmente a Walmart por 10 mil mdp,El Chapucero
"Ardido EU por éxito de AMLO ante COVID, ¡le inventan horribles calumnias!",El Chapucero
Fase 3. Sorprende que contagios ¡empezaron a bajar! Datos y gráficas actualizadas,El Chapucero
Destroza AMLO a Proceso por horrenda portada. Los compara con Alarma,El Chapucero
Gatell les da mega-regañiza a gobernadores por andar de fascistas,El Chapucero
¡Tiembla dueño de TV Azteca! Santiago Nieto lo vincula con Lozoya. Puede ir a prisión,El Chapucero
El plan de rescate a Pemex es producir más gasolina y más barata,El Chapucero
¡Otro golpazo de AMLO a televisoras! Anuncia tercera conferencia de prensa diaria,El Chapucero
AMLO aprovecharía colapso petrolero para impulsar 2da refinería,El Chapucero
Pierde la cabeza Alfaro ¡y se cree elegido por Dios!,El Chapucero
"Sin su permiso, López-Gatell aparece en portada de revista de alta sociedad",El Chapucero
Así destrozó AMLO a director de Excelsior y conductor de Imagen TV,El Chapucero
Interjet a punto del colapso. SAT embarga propiedades a su dueño y decomisan aviones,El Chapucero
"México entra a la Fase 3 en condiciones superiores a Italia, España y EU",El Chapucero
AMLO y Banxico revelan MEGABOLSA de 750 mil mdp para rescatar a empresas,El Chapucero
Pentágono presiona a AMLO ¡a levantar cuarentena! EU ya compró a gobernadores del norte,El Chapucero
"Miserable Alatorre no le pidió perdón a López-Gatell, pero ¡así se la cobró Hugo!",El Chapucero
¡Colapsa petróleo mexicano! AMLO alista arma secreta para rescatar Pemex,El Chapucero
Ebrard le dio un calladón épico de hocico a agencia de prensa de la CIA,El Chapucero
¡AMLO le contesta a Alatorre! Mexicanos exigen a SEGOB que quiten concesión a TV Azteca,El Chapucero
Destrozan redes a Javier Alatorre por llamar a México ¡a ignorar peligros del COVID!,El Chapucero
Turbomadrazo de Lord Molécula a Ciro frente a AMLO. ¡El chayotero llora de ardor!,El Chapucero
Ardidos árabes ¡se burlan de Rocío Nahle! La comparan con María Mercedes,El Chapucero
AMLO obliga a pagar a millonarios 15 mil mdp de impuestos que les condonó EPN,El Chapucero
ULTIMA HORA! Se alarga un mes la cuarentena. Confirman que curva se está aplanando,El Chapucero
¡Venganza de Televisa! Ordena a estrellitas ¡atacar a AMLO con todo!,El Chapucero
Rumbo a la Fase 3. ¡Sí se está aplanando la curva! Gráficas actualizados,El Chapucero
"Sorprende AMLO y acusa que Thalía, Chicharito y Derbéz ¡los contrató Borolas!",El Chapucero
¡Esto nunca había pasado! Presidente de EU ¡se desvive en elogios para AMLO!,El Chapucero
Chayoteros acosan hasta el cansancio a López-Gatell y le exigen a AMLO ¡correrlo!,El Chapucero
¡SUPER NOTICIA! Hospitales privados darán atención gratuita a pobres por gestión de AMLO,El Chapucero
AMLO defendió como león petróleo mexicano ante la OPEP. Superpotencias ¡fueron doblegadas!,El Chapucero
"AMLO sin pelos en la lengua, tilda a Loretito de peligroso desinformador",El Chapucero
Grandes empresas ya corrieron a empleados y con todo descaro ¡piden rescate!,El Chapucero
¡Turbomadrazo de AMLO a empresarios! Les exige pago de 50 mil mdp de impuestos,El Chapucero
¡Estocada mortal a youtubers! Los CORREN de la mañanera sin avisarle a AMLO,El Chapucero
"Los millonarios se cuadran ante AMLO! Slim, Larrea y Bailleres respaldan plan económico de la 4T",El Chapucero
AMLO habló con presidente chino para acordar compras masivas de insumos a China,El Chapucero
Así fue el turbomadrazo de López-Gatell a Borolas por mentir de pandemia,El Chapucero
¡Buenas noticias! Conacyt fabricará ventiladores propios en México,El Chapucero
Esta youtuber está desesperada por pavorosas amenazas de Bukele e indolencia de la 4T,El Chapucero
AMLO sorprendió a todos con esta jugada maestra para conseguir dinero vs pandemia,El Chapucero
Son aberrantes las manipulaciones de gráficos y datos de Ciro por pandemia,El Chapucero
AMLO remata a Alfaro por insistir en pruebas chafas. ¡Así lo humilló!,El Chapucero
"AMLO harto de zopilotes como Denise Dresser, ¡les pone un hasta aquí!",El Chapucero
AMLO regañotea a gobernadores por lanzar ocurrencias para enfrentar pandemia,El Chapucero
¡Cumple China con México! No harán falta equipos médicos ni insumos,El Chapucero
¡ALERTA! Trump quiere impedir que México compre mascarillas en EU,El Chapucero
"Redes exigen eliminar cuentas de Borolas, rey de fake news en Mexico",El Chapucero
Enloquece Alfaro contra López-Gatell por exhibirlo como charlatán con sus pruebas patito,El Chapucero
AMLO se pone durísimo vs Borolas y le exige disculpas por mentir descaradamente,El Chapucero
"En EU corren a 10 millones. En México, AMLO obliga a empresas no correr a nadie",El Chapucero
¡Dan positivo los gobernadores al Borolavirus! Lanzan medidas golpistas en sus estados,El Chapucero
"AMLO reactivará al país con Plan Marshall mexicano, no rescatando a millonarios",El Chapucero
Exigen redes que partidos renuncien a su lana para enfrentar pandemia,El Chapucero
!Tiembla Borolas! Sus socios del Cártel de Sinaloa ya lo echaron de cabeza,El Chapucero
AMLO recibe metralla de EU porque están enojadísimos que los superó vs pandemia,El Chapucero
Reforma armó un burdo montaje con termómetro hackeado. ¡Quieren encerrar a AMLO!,El Chapucero
¡ULTIMA HORA! México declara emergencia nacional y alargan cuarentena,El Chapucero
Millones en cuarentena prefieren informarse con youtubers que con Televisa,El Chapucero
Rumbo a la Fase 3. La realidad de México en gráficos (ACTUALIZADO),El Chapucero
AMLO descarta toques de queda en México. No habrá Estado policial como en Europa,El Chapucero
Multimillonarios donan unos centavitos ¡pero quieren que AMLO los rescate!,El Chapucero
México supera a China. ¡Habilita 17 hospitales exclusivos para la pandemia!,El Chapucero
Alfaro queda como idiota con sus pruebas chafísimas. ¡Tuvo que cancelar la compra!,El Chapucero
AMLO anunció el día exacto para terminar la cuarentena,El Chapucero
Thalia ataca a AMLO desde su mansión en Beverly Hills. Redes no la perdonan,El Chapucero
