video_titles,source
"Novatada de gabinete de AMLO: Olga Sánchez, Ebrard y Tatiana Clouthier",El Chapucero
"AMLO quiere un acuerdo con Slim, Larrea y Bailleres.",El Chapucero
"Por esta razón, Mancera ¡NO PUEDE! ser senador/ SE CAE su candidatura",El Chapucero
"Mientras AMLO surfea como puntero, Meade y Anaya se MALMATAN por 2do LUGAR",El Chapucero
"CULPAN a López Obrador de todo lo malo, ¡hasta de CRIMENES a políticos y SISMOS!",El Chapucero
Obrador obsesionado contra la corrupción,El Chapucero
"Tomó protesta AMLO, Anaya y Meade Pleito y corrupción en PRD y PAN",El Chapucero
"PREGUNTA HONESTA: Vicente Fox, ¿estaba borracho o pacheco?",El Chapucero
"TEMBLÓ oootra vez, y nunca llegó la reconstrucción, donativos ni tarjetas bancarias",El Chapucero
"Después de Peña Nieto, el PRI quedará reducido a ESCOMBROS",El Chapucero
"Los ""CHAIROS"" son mááás INTELIGENTES que Chumel, Callo y David Páramo",El Chapucero
"Si AMLO es presidente, la MARINA lo apoyará CON TODO",El Chapucero
Diego Luna y Alfonso Cuarón se MOLESTAN con Peña Nieto ¡y así lo TROLEARON!,El Chapucero
Ricardo Anaya es TAAAN ABURRIDO que este video no llegará ni a 5 mil vistas,El Chapucero
"Se descara REFORMA y REGALA PUNTOS a Anaya para ""competirle"" a AMLO",El Chapucero
Dreamers en USA preferirán REELEGIR a Trump que regresar a México,El Chapucero
PREPARAN EL FRAUDE: Trife e INE sabotean el CONTEO RÁPIDO el mismo día,El Chapucero
NO SOPORTAN diputados priistas a Enrique Ochoa y piden su cabeza a EPN,El Chapucero
¡Están pal perro! El PRI ganará CERO GUBERNATURAS este año,El Chapucero
Parlamento Europeo y Senado de USA se preparan para AMLO PRESIDENTE,El Chapucero
López Obrador le vendió a MILLONARIOS ÁRABES el avión Presidencial,El Chapucero
"APAGA Televisa, Azteca y SKY, pero no dejes de ver tus programas favoritos",El Chapucero
Se DESESPERA EPN que mexicanos no lo valoren y nos dice IRRACIONALES,El Chapucero
¡LA MAFIA CONTRATACA! Asi quieren DESCARRILAR a López Obrador,El Chapucero
¡INSÓLITO! López Obrador con ¡MAS DEL 99%! de probabilidad de GANAR,El Chapucero
¿Es real o puro teatro que Anaya CACHÓ al CISEN espiándolo?,El Chapucero
REGRESA Elba Esther al SNTE y la CNTE... ¿y de la mano con AMLO?,El Chapucero
EXIGEN priistas la cabeza de ENRIQUE OCHOA por LIQUIDAR sus posibilidades,El Chapucero
"Mientras Meade viaja en AVION COMERCIAL, Enrique Ochoa en JET PRIVADO",El Chapucero
DE RISA. Meade y Anaya JURAN que están en EMPATE TÉCNICO con AMLO,El Chapucero
FACEBOOK ajusta ALGORITMO para que posts proAMLO sean marcados SPAM,El Chapucero
"Cierre de precampañas, Morena crece y Ochoa hunde al PRI",El Chapucero
¡LLEGÓ EL BOTON DE PLATA!,El Chapucero
"Terminaron precampañas y AMLO ARRASÓ con Meade y Anaya, que MORDIERON el polvo",El Chapucero
GOLEARON a Meade en TOOODAS las encuestas. Es el JOSEFINO de la elección,El Chapucero
¡MALAS NOTICIAS para Peña! Sus cómplices NO TENDRÁN FUERO el otro sexenio,El Chapucero
NI EN SUEÑOS Meade o Anaya convocarán MULTITUDES como López Obrador,El Chapucero
"PGR ya tiene la evidencia contra Lozoya desde Brasil, denuncia Morena",El Chapucero
"ACUSAN que AMLO es INTOLERANTE con medios, pero Peña CORRIO a Aristegui",El Chapucero
"MOSTRÓ EL COBRE Samuel García, traicionó a TODOS y ATACÓ a AMLO",El Chapucero
CHAYOTEROS como Loret ya no saben ni QUÉ INVENTAR para BAJAR a AMLO,El Chapucero
"¡MEZQUINOS! No pueden contra AMLO, así que ATACAN a sus HIJOS",El Chapucero
La MAFIA DEL PODER está OBSESIONADA con John Ackerman/ Lo quieren tumbar A HUEVO,El Chapucero
¡PAREN esta MASACRE! Nueva encuesta NOQUEA a MEADE,El Chapucero
SIGUEN traicionando a Calderón. Ahora fue su principal PUBLICISTA,El Chapucero
Se MOLESTA Peña Nieto porque NO APLAUDIMOS COMO FOCAS sus REFORMAS,El Chapucero
"México y el mundo, RENDIDO a los pies de AMLO. Su POPULARIDAD es ASOMBROSA",El Chapucero
"MEADE y ANAYA, a punto del INFARTO con encuestas que los HUNDEN MÁS",El Chapucero
ASÍ ENLOQUECIÓ Enrique Krauze contra AMLO porque le dijo sus VERDADES,El Chapucero
"COMO PIERDE Meade y Anaya en TODAS LAS ENCUESTAS, ¡LAS DESCALIFICAN!",El Chapucero
El APRENDIZ Videgaray ya PACTÓ con Washington IMPEDIR triunfo de AMLO,El Chapucero
Meade SE REBELA a La Mafia del Poder y NO ACEPTA que Anaya sea PLAN B,El Chapucero
"Mítines de AMLO A REVENTAR. Los de MEADE y ANAYA, ni las moscas llegan",El Chapucero
"LIVE: Defensa del voto de Morena, Corral negocia impunidad, PAN lleno de corrupción",El Chapucero
AMLO se prepara para el FRAUDE MAS BURDO en la historia/ ¿Se puede EVITAR?,El Chapucero
"Por ESTA RAZON, los GRINGOS y TRUMP le tienen TERROR a AMLO",El Chapucero
TAN MAL están Meade-Anaya que NADIETECONOCE Margarita está en SEGUNDO,El Chapucero
¿En serio AMLO GANARÁ teniendo EN CONTRA a esta SUPERPOTENCIA?,El Chapucero
"LIVE: Tillerson vs Rusia, Duarte denuncia a Corral, Fraude independientes",El Chapucero
Regresan Marcelo EBRARD y Ricardo MONREAL por la puerta GRANDE con AMLO,El Chapucero
Este ENEMIGO COMÚN de AMLO y PEÑA NIETO ¡los está haciendo AMIGOS!,El Chapucero
AGENTES de EU podrán DISPARARLE a mexicanos en AVIONES nacionales,El Chapucero
YA NADIE quiere al APESTADO de Calderon. Sus amigos se van con AMLO,El Chapucero
"LIVE: Monreal y Ebrard se suman a la campaña, PRI defiende corrupción, Margarita en 2do lugar",El Chapucero
"HERIDOS por corrupción de Fox y Calderon, panistas encuentran con AMLO la REDENCION",El Chapucero
"MOLESTO Peña Nieto con Osorio Chong, ¡MANDA LA FEPADE! para DESCARRILARLO",El Chapucero
¡SANGRIA PANISTA! OOOTRO amigo de CALDERON se suma a AMLO,El Chapucero
"TRÁGAME TIERRA. MEADE, el RIDICULO de la elección presidencial",El Chapucero
"LIVE: Lady Wu tiene miedo a Barbosa, Air Marshall en vuelos a Mex y Peña castiga a Chong",El Chapucero
Inicia GUERRA SUCIA TELEFÓNICA vs AMLO/ MILES recibieron llamadas de Puebla,El Chapucero
SE DESESPERA Televisa porque PIERDE audiencia ante YouTube y Facebook,El Chapucero
ATACAN a Cuauhtémoc Blanco pero CALLAN con Carmen Salinas y Deschamps,El Chapucero
"DESESPERADOS por DERRUMBE, Meade y Nuño PRESUMEN encuesta de López Dóriga",El Chapucero
"LIVE: Arranca militarización en México, Nuño es el gallo de Salinas, la lista Putin de Trump",El Chapucero
¡ABANDONAN! Peña Nieto y Salinas a MEADE. INFLAN a Anaya como PLAN B,El Chapucero
POR ESTO ODIARON MILES a MIKEL Y MARGARITA en Twitter y Facebook,El Chapucero
La GASOLINA ya está ¡más cara que el DÓLAR! y sube DIARIO,El Chapucero
MANIPULA El Universal encuestas para bajar a AMLO pero ¡LOS CACHAN!,El Chapucero
"LIVE: Universal cambia cifras de encuesta, aparece Marco Antonio, Ceballos se suma Salinas",El Chapucero
AMLO ya es MAS POPULAR que OBAMA en EU y PUTIN en Rusia,El Chapucero
IRRITA a EPN que la encuesta de LópezDóriga donde gana MEADE ¡NADIE LA CREA!,El Chapucero
ESCONDIERON encuestadoras los números donde MEADE CAE al CUARTO LUGAR,El Chapucero
AMLO NO usará avión presidencial ni sus secretarios de Estado,El Chapucero
"LIVE: Fox dice que también fue populista, legalizacion de la Marihuana, Trump en Davos",El Chapucero
ACLARA AMLO: perdón y amnistía no es lo mismo que IMPUNIDAD,El Chapucero
"AMLO promete REFINERÍAS y MEADE, GASOLINAZOS. ¡QUIERE CAER MÁS!",El Chapucero
"¡LLORA MEADE! Cayó al 4TO., lo superó MARGARITA y falta que le gane el VOTO NULO",El Chapucero
¿GRAVE ERROR? AMLO ¡PERDONÓ a Salinas y Peña Nieto! sin preguntar a NADIE,El Chapucero
"Perdón a Salinas, Dreamers podrian votar, Reforma educativa de Obrador",El Chapucero
AMLO ya inició la TRANSICIÓN PACÍFICA del poder con priistas y panistas,El Chapucero
NUNCA CREERÁS qué ÍNTIMO amigo de Calderón ¡APOYARÁ A AMLO!,El Chapucero
Trump toma por los HUEVOS a EPN con demanda judicial por corrupto en EU,El Chapucero
¡9 VECES! ha sido detenido AMLO en retenes por CRIMINALES,El Chapucero
"EN VIVO: Meade presenta su ""lucha"" anticorrupción, Obrador habla de la suma de la familia de Elba",El Chapucero
"ENLOQUECEN Lopez Dóriga, Loret, Ciro y Alemán porque ganará AMLO",El Chapucero
AMLO inició con la RUSOMANÍA que invadirá a México por el MUNDIAL,El Chapucero
S.O.S. Meade cayó AL ¡CUARTO LUGAR! y el PRI ARRIESGA el REGISTRO,El Chapucero
"EN VIVO: Morena-Chiapas suma a TODOS, Trump deja fuera a Dreamers, nuevos millonarios cada 2 días",El Chapucero
"Mientras AMLO ya registra 50 PUNTOS, Meade y Anaya ¡CAEN A 10!",El Chapucero
"EN VIVO: Domina Obrador temas el fin de semana, doblan a Trump por cierre de gobierno",El Chapucero
El PRI y JJ RENDÓN le quieren cargar los muertos ¡a Obrador!,El Chapucero
¡GENIAL AMLO! Usa la GUERRA SUCIA contra él... ¡PARA MOFARSE DE PEÑA!,El Chapucero
"MEADE ¡no se cansa de REGARLA! Su campaña, la PEOR de la historia",El Chapucero
¡MALAS NOTICIAS para Enrique Peña! ¡No va a ganar NINGUNA GUBERNATURA!,El Chapucero
Ni ROY CAMPOS y MITOFSKY pueden negarlo. Meade ¡SE DESPLOMA!,El Chapucero
¡PANICO EN LOS PINOS! de que Irma Sandoval los ¡META AL TAMBO! por corruptos,El Chapucero
ALGUIEN EN LA SEP se está haciendo MILLONARIO ¡con BITCOINS!,El Chapucero
"EN VIVO: Bitcoin pierde ya 50%, Obrador recomienda medicinas y más",El Chapucero
"Con MANTAS, priistas exigen SALIDA DE MEADE/ Nuño y Chong, ZOPILOTES",El Chapucero
Contrata MEADE a ¡VENEZOLANOS! para DESESTABILIZAR México y ROBARSE elección,El Chapucero
"¡ASÍ LES CONTESTARON LOS RUSOS! a Meade, Ochoa y JJ Rendón",El Chapucero
¡CAOS! en la CAMPAÑA de MEADE/ CORRERÁN a Nuño y llega Videgaray,El Chapucero
"EN VIVO: Bitcoin se hunde, Clouthier con Obrador, Japón y su alerta falsa",El Chapucero
AMLO NO necesita pactar ni con PUTIN ni con MADURO para ¡GANAR Y ARRASAR!,El Chapucero
MEADE quiere que ¡NOS CREAMOS! las encuestas de ¡LOPEZ DORIGA!,El Chapucero
"EN VIVO: Misiles con Corea del Norte, los ojos rojos de EPN, Obrador un éxito en Monterrey",El Chapucero
¡LOCO PERO NO TONTO! TRUMP esperará que GANE AMLO para RENEGOCIAR TLC,El Chapucero
"¡ENFURECE MEADE! contra Animal Político, los AMENAZA y después ¡SE RAJA!",El Chapucero
ESTE ES EL HDSPM que está IDEANDO la GUERRA SUCIA contra AMLO,El Chapucero
"EL CHAPUCERO TODAY: Trump no quiere mierd..., EPN y el TLC, walmart despide a 1000",El Chapucero
¡ATACAN gringos a AMLO! INVENTAN que RUSIA ¡LO QUIERE DE PRESIDENTE!,El Chapucero
"Fuera Callo de Hacha, ¡AHORA VAN POR CHUMEL!",El Chapucero
Cambió Peña Nieto a la SEXY Lily Téllez por el PATÉTICO Javier Lozano,El Chapucero
"Hasta en encuestas CUCHAREADAS, ¡MEADE SE HUNDE COMO EL TITANIC!",El Chapucero
"MEADE rodeado de CINICOS, PEDANTES y SINVERGÜENZAS/ Lozano, NUEVO MIEMBRO",El Chapucero
MEADE quiere caer al CUARTO LUGAR y promete ¡MAS GASOLINAZOS!,El Chapucero
AMLO es el MASTER de REDES SOCIALES/ Los otros aunque PAGAN NI LOS PELAN,El Chapucero
¡MALAS NOTICIAS PARA PEÑA! ¡CORRIERON a Callo de Hacha de la RADIO!,El Chapucero
¡BORRARON A JUCA! Lanzan FEROZ EMBESTIDA contra CANALES INDEPENDIENTES,El Chapucero
"¡Beltrones AL BOTE!. ¿SERÁ POR FIN, EL FIN DEL PRI?",El Chapucero
RISA LOCA. Ackerman sería AGENTE RUSO de PUTIN para apoyar a AMLO,El Chapucero
IM-PA-RA-BLE. AMLO tiene el ¡99% DE PROBABILIDAD DE GANAR!,El Chapucero
QUIERE ser PRESIDENTE para RENOVAR LA CONSTITUCIÓN y REFUNDAR la NACIÓN,El Chapucero
Vende TRUMP a México ¡MISILES Y TORPEDOS! ¿A qué le tiene MIEDO EPN?,El Chapucero
MIRA los videos de DUARTE y KARIME que MEADE ¡NO QUIERE QUE VEAS!,El Chapucero
MEADE es tan MALO que no sirve ni para LANZAR CACA a AMLO,El Chapucero
Peña Nieto ¡LO VOLVIÓ A HACER! Su PRIMERA PEÑADA del 2018,El Chapucero
¡ESCONDEN ENCUESTAS! donde AMLO sale en primer lugar y Meade en TERCERO,El Chapucero
"BRUJA ZULEMA, BRUJO MAYOR y MHONI VIDENTE dicen que ganará MEADE",El Chapucero
MIEDO! Amenaza WALL STREET con MEGA-DEVALUACION si gana AMLO,El Chapucero
¡INSÓLITO! Se alían AMLO y ANAYA para DARLE CRAN a Meade ¡YA!,El Chapucero
MEADE supo de TRANSOTAS de Javier Duarte y Beto Borge ¡Y SE HIZO ROSCA!,El Chapucero
¡GANA EPN! AMARRA construcción del Nuevo Aeropuerto ¡aunque GANE AMLO!,El Chapucero
"OMG! MEADE, con todo y DOCTORADO, ¡recurre a la BRUJERÍA para ganar!",El Chapucero
Se cuela SUEGRO DE AZCÁRRAGA en Consejo de Seguridad de AMLO,El Chapucero
¡LE DESATAN EL INFIERNO! a Claudia Sheinbaum/ ¡PORROS LA QUIEREN GOLPEAR!,El Chapucero
SICILIA: ¿Quién es la mano que MUEVE LA CUNA para atacar a AMLO?,El Chapucero
"Con el NUEVO GASOLINAZO, ¡van a pagar las Tarjetas Rosas de Meade!",El Chapucero
A Peña Nieto y al PRI ¡se LES TERMINARON LAS IDEAS de guerra sucia vs AMLO,El Chapucero
"SE ENFURECEN conmigo Ricardo Alemán, López Dóriga y David Páramo",El Chapucero
¡NOS MINTIÓ PEÑA NIETO! Aprobaron en lo oscurito GASOLINAZO y TORTILLAZO,El Chapucero
¡IMPARABLES! MORENA ganará 6 gubernaturas y MAYORÍA en Congreso,El Chapucero
ENLOQUECE Meade y manda a su esposa Juanita ¡PARA QUE SEA CANDIDATA!,El Chapucero
"PREDICCIONES 2018: GANA AMLO, PIERDE TRUMP, ADIÓS TLC, 500 MIL SUBS",El Chapucero
"Si EPN se ROBA la elección, ¡NI AMLO podrá frenar INGOBERNABILIDAD!",El Chapucero
Prepara PRI #Fraude2018 y CONTRATA a quienes se ROBARON Edomex y Coahuila,El Chapucero
"NO LO VERAS EN TV: A Meade le dio ""ASQUITO"" ¡tomarse foto con GAYS!",El Chapucero
"DESESPERADO PEÑA, ""enfermará"" a Meade para que lo sustituya NUÑO",El Chapucero
"Llegó el HURACÁN AMLO a su terruño, ¡Y ARRASÓ CON TODO!/ Habrá CARRO COMPLETO",El Chapucero
¡NO PUEDEN! Aunque le lancen GUERRA SUCIA a AMLO ¡SUBE EN ENCUESTAS!!,El Chapucero
EPN ¡CORROMPIÓ! a diarios de EU y Reino Unido para ATACAR a AMLO,El Chapucero
ENLOQUECE ANAYA y postula a ¡ANGEL AGUIRRE!/ Se pone de A PECHITO,El Chapucero
"¡EXCLUSIVA! Tenemos LAS CIFRAS de cuánto paga EPN a medios, encuestadoras y BOTS",El Chapucero
"Por las BURRADAS de EPN, dólar está en 20 pesos ¡Y PUEDE LLEGAR A 30!",El Chapucero
"DESESPERADOS, Meade mandó a Nuño para DIFAMAR A AMLO con Elba Esther",El Chapucero
"Slim lanza FEROZ EMBESTIDA contra Universal, Milenio, Excelsior y La Jornada",El Chapucero
PEÑA COMPRÓ La Jornada por UN MDD/ IMAGEN TV construye Nuevo Aeropuerto,El Chapucero
¿De QUÉ VIVE AMLO?/ Recibe 4 INGRESOS LEGALES/ Cobra UN MELON por libro,El Chapucero
ESPECIAL DE NAVIDAD con El Chapucero. Leo mensajes navideños,El Chapucero
AMLO llegará al poder por la MISMA razón que TRUMP: ODIO... AL PRI,El Chapucero
"Roy Campos, BIEN PACHECO, dice que ¡AMLO CAYÓ Y MEADE SUBIÓ!",El Chapucero
NO LO SOPORTA. Meade ¡YA QUIERE CORRER A NUÑO!/ PRENDEN ALARMAS en Los Pinos,El Chapucero
AMLO le da un REGALOTE a mexicanos: ¡BAJARÁ IVA DE 16 a 8%!,El Chapucero
PEÑA se quiere ESCABECHAR a BELTRONES por CANTADA alianza con AMLO,El Chapucero
SE ENSAÑA Slim con Videgaray y EPN y los EMBARRA DE CACA en su diario,El Chapucero
TRUMP bajó impuestos; EPN aprobó gasolinazo. ¿POR QUIEN VOTARÍAS?,El Chapucero
Hasta en encuesta de Los Pinos ¡MEADE SALE EN TERCERO!/ QUIERE LLORAR,El Chapucero
¡NO SE LO ESPERÓ! ATACAN a Videgaray por TRIANGULAR money para campañas,El Chapucero
"AMLO dejó de ser un ""PELIGRO""; ahora es modesto, sencillo y BUEN PEDO",El Chapucero
EFECTO TEFLÓN: AMLO puede decir LO QUE SEA y CRECERÁ en ENCUESTAS,El Chapucero
ENLOQUECE MEADE y manda MAPACHES al INE ¡PARA ROBARSE LA ELECCION!,El Chapucero
¡SORPRESA! Mr. Leon Krauze ¡DEFIENDE A AMLO y ATACA A MEADE!,El Chapucero
"Revista gringa DESTROZA a EPN, Meade, INE y Trife/ ¡TRAIGAN LONOL!",El Chapucero
Hasta los CHAYOTEROS de siempre ACEPTAN que MEADE quedará en TERCERO,El Chapucero
"¡AGUAS! Si AMLO le ROBAN el triunfo, México terminará como Honduras",El Chapucero
In 2018 will be an impeachment against EPN (Enrique Peña Nieto) and Trump,El Chapucero
¡INSÓLITO! Le echan la culpa a AMLO ¡por liberación de Elba Esther!,El Chapucero
"CALDERÓN y el fraude 2006, NOTORIAMENTE AUSENTE en documental de AMLO",El Chapucero
"¡MALDITA IMPUNIDAD! Elba Esther y Lozoya, en el GABINETE de Meade",El Chapucero
"El PEPE MEADE de Tabasco también arrancará en TERCERO/ AMLO, ¡FELIZ!",El Chapucero
PRI prepara FRAUDE 2018: MILITARIZAN al país y CENSURAN Internet,El Chapucero
PES-MORENA: ¿COMPRÓ Osorio Chong BOLETO en gobierno de AMLO?,El Chapucero
"Se quejan de AMNISTÍA de AMLO, ¡Y EPN LIBERA A ELBA ESTHER!",El Chapucero
Gabinete de AMLO: lejos del ITAM (y Venezuela) y cerca de la UNAM,El Chapucero
HOJAS POLÍTICAS. ¿Es AMLO el PEOR ENEMIGO de AMLO? ¿O solo GUERRA SUCIA?,El Chapucero
AMLO suma preferencia ¡DEL 95%! en encuestas de redes sociales,El Chapucero
HUMILLA John Ackerman a López Dóriga que ARDIDO se desquita con sus FANS,El Chapucero
ENLOQUECEN Peña y Meade por alianza MORENA-PES/ Se consuma TRAICIÓN de Chong,El Chapucero
TELEVISA DESESPERADA. Ahora es LOPEZ DÓRIGA que ATACA a AMLO,El Chapucero
¡LLORA EL BRONCO! El INE le borró ¡400 MIL FIRMAS! y regresa desde cero,El Chapucero
TRUMP ¡tiene PÁNICO que gane AMLO!/ Ordenan a la CIA ¡FRENARLO YA!,El Chapucero
ES OFICIAL: Cuauhtémoc Blanco ¡HARÁ CAMPAÑA con AMLO y MORENA!,El Chapucero
SE MOLESTA Chong con Meade y PREPARA LA ESTOCADA/ ¡Se la jugará CON AMLO!,El Chapucero
Ni con VIAGRA levanta MEADE. Ahora Mitofsky lo ubica en TERCERO,El Chapucero
REELIGEN a Romero Deschamps para que ¡PAGUE la campaña de MEADE!,El Chapucero
ENLOQUECE Carlos Loret de Mola y ATACA a AMLO/ Televisa se DESESPERA,El Chapucero
¡PIERDE PEÑA! Fracasa BOICOT al Frente. Meade arrancará en TERCERO,El Chapucero
Meade y PRI no decepcionan y YA VIOLARON ley electoral/ ¿Y el INE?,El Chapucero
Compiten Anaya y Meade por el RIVAL MÁS DEBIL/ AMLO ganará SIN DESPEINARSE,El Chapucero
"Claudia Sheinbaum ganará 2 a 1 al PRD en la CDMX. El PRI, ¡hasta el QUINTO!",El Chapucero
Anaya NO QUIERE que veas este video cuando ¡APROBÓ EL GASOLINAZO!,El Chapucero
CHAPUCERO REWIND 2017: ¡LOS MEJORES VIDEOS DEL AÑO!,El Chapucero
"Las AMISTADES PELIGROSAS de Meade. Sacará a Duarte, Elba y Borge.",El Chapucero
ABANDONAN banqueros a Meade y se van con AMLO: garantiza ESTABILIDAD,El Chapucero
¡OTRA DE MEADE! NO podrá salir en spots... ¡HASTA MARZO!,El Chapucero
¡PÁNICO EN LOS PINOS! Meade CAE en TODAS las encuestas y LO ABANDONAN,El Chapucero
"Chumel Torres, acusado por CIBERACOSO, ¡puede PERDER su canal!",El Chapucero
MALAS NOTICIAS para Meade. El Universal lo pone ¡15 PUNTOS ABAJO!,El Chapucero
"SLIM quiere que AMLO sera PRESIDENTE, ¡Y ASÍ lo está APOYANDO!",El Chapucero
Muestra AMLO un GRAN CARÁCTER y REGAÑA al Ejército y Marina por ENTROMETIDOS,El Chapucero
¡NUNCA CREERÁS! qué EXPRESIDENTE propuso AMNISTÍA antes que AMLO,El Chapucero
"LLORA MEADE. Hasta en encuestas CUCHAREADAS, ¡CAYÓ! en UNA semana",El Chapucero
"AMLO, sin ser presidente, YA GOBIERNA/ ¡Hasta ordena al EJÉRCITO!",El Chapucero
ADIVINA ADIVINADOR: ¿Cuántos gobernadores que apoyan a Meade acabarán en PRISIÓN?,El Chapucero
Se MOLESTAN priistas con Meade por ponerse de TAPETE con EPN ¡Y SE SALEN!,El Chapucero
¿Está LOCO AMLO proponiendo AMNISTÍA a narcos o es una GENIALIDAD?,El Chapucero
"ARROGANTE, PREPOTENTE Y GROSERO: así tomó Meade protesta como candidato",El Chapucero
NO NOS ENGAÑAS. Meade PROTEGIÓ a GRANDES corruptos como Duarte y Borge,El Chapucero
ASÍ criticaron MEDIOS GRINGOS destape de Meade/ No hay CHAYO en dólares!,El Chapucero
"FAMOSO tuitero descubre granja de PEÑABOTS del PRI, ¡Y LA DESTRUYE!",El Chapucero
¡INSÓLITO! ¿La PRIMERA alianza PRI-PRD-PAN para detener a AMLO en Tabasco?,El Chapucero
"¡FUERTE RUMOR! SE CAE MEADE de candidato, lo RELEVARÁ Osorio Chong",El Chapucero
HOJAS POLÍTICAS: Cómo conocí a COLOSIO y porqué lo MATARON,El Chapucero
Meade está PREOCUPADO porque ¡NUNCA ha sido candidato!,El Chapucero
"MALAS NOTICIAS para EPN. Destape de Meade, ¡TUMBÓ LA BOLSA Y EL PESO!",El Chapucero
UBICATEX. REFORMA pone en su lugar a Meade y ¡LO MANDA A LA LONA!,El Chapucero
"¡MALAS NOTICIAS! PELELE Meade quiere a Chong, Videgaray y Nuño como GENERALES",El Chapucero
HUMILLA PRENSA MUNDIAL a Meade/ Ven IMPOSIBLE que gane a AMLO,El Chapucero
"AMLO le toma la medida a Meade, le dice sus verdades y ¡LO NOQUEA!",El Chapucero
¡ALERTA! Encuestadora denunciada por AMLO INFLA GROSERAMENTE a Meade,El Chapucero
Lorenzo Cordova AMENAZA a Meade y ¡LE PODRÍA NEGAR EL REGISTRO!,El Chapucero
"Meade, CEREBRITO del ITAM, se enfrentará con el MEJOR BOXEADOR del país",El Chapucero
¡INGRATOS! TRAICIONAN amigos de Calderón a Zavala para irse con Meade,El Chapucero
¡PAREN el TREN DEL MAME de Meade!/ ASCO ver tantos LAMEBOTAS,El Chapucero
¡INCREÍBLE! Cuauhtémoc Blanco será ¡candidato de MORENA!/ Meterá al BOTE a Graco,El Chapucero
MI REACCIÓN (Y DE MIS HIJAS) AL LLEGAR A 100 MIL SUSCRIPTORES,El Chapucero
RECOMIENDA John Ackerman seguir a El Chapucero en lugar de Chumel Torres,El Chapucero
OBAMA impulsará a AMLO a la presidencia para FRENAR a Trump y EPN,El Chapucero
¡ENCIENDE LAS REDES! propuesta de AMLO de ELIMINAR exámenes de admisión,El Chapucero
MORENA sigue creciendo en encuestas/ ¡CHOCAN Osorio Chong y Luis Videgaray!,El Chapucero
¡NO CREAN MENTIRAS! AMLO es APASIONADO pero NUNCA lastimará al pueblo,El Chapucero
LE DA MIEDO a Chumel Torres debatir con John Ackerman. ENFURECEN sus fans,El Chapucero
CERO GOBERNABILIDAD con Osorio Chong en SEGOB/ IMPOSIBLE que sea candidato,El Chapucero
¡ENJUICIAN A PEÑA NIETO!/ Ya lo INVESTIGA una Corte internacional,El Chapucero
"DESESPERADOS, el Frente COPIA proyecto de AMLO/ ¿Quiénes son los POPULISTAS?",El Chapucero
¡PÁNICO en Los Pinos! Saben que Duarte ESCONDIÓ videos de EPN en Cancún,El Chapucero
SE MOLESTA Televisa con Del Mazo por inventar otro CASO PAULETTE,El Chapucero
TIEMBLA TRUMP. México comprará ¡AVIONES Y HELICÓPTEROS MILITARES! a Rusia,El Chapucero
"AMLO apoya a Claudia ¡CON TODO! en Congreso Nacional/ Monreal, el GRAN AUSENTE",El Chapucero
"EBRARD, en la MIRA/ Le desataron épica GUERRA DE LODO/ NO LO QUIEREN en SEGOB",El Chapucero
Revelan investigadores ¡NUEVAS PRUEBAS! sobre FRAUDE en Edomex,El Chapucero
¡CONFIRMAN GASOLINAZO! Magna estará MAS CARA que el dólar/ Vienen más SAQUEOS,El Chapucero
NUNCA creerás las IDIOTECES que dijo este amigo de EPN en el Senado,El Chapucero
LE CRECIERON HUEVOS a Videgaray y ¡así amenazó a Trump!,El Chapucero
"Si ENAMORÓ AMLO a Monreal, ¿porqué no hace lo mismo con CUAUHTEMOC CÁRDENAS?",El Chapucero
INSULTANTE cómo los PRIISTAS nos quieren ver la cara de IDIOTAS,El Chapucero
DIPUTADAS BORRACHAS gritan eehhh pu... y después se hacen las víctimas,El Chapucero
¡ME CLONARON LA TARJETA DEL SALDAZO Y SE ROBARON LAS DONACIONES!,El Chapucero
"Según encuesta, AMLO ¡ARRASA EN MONTERREY! y conquista el Norte del país",El Chapucero
¡FUERTE AGARRÓN! entre John Ackerman y The Economist por CALUMNIAS a AMLO,El Chapucero
EPN se hace ¡LA VÍCTIMA y ataca ONG´s y encuestadoras. Quiere FOCAS que aplaudan,El Chapucero
PRIISTAS: ¿en serio CREEN que el CREADOR del gasolinazo le va a ganar a AMLO?,El Chapucero
¡GANA AMLO! Monreal NO SERÁ candidato del Frente PAN-PRD ni del PRI,El Chapucero
¡ALERTA! HACKEARON la app del INE y están INFLANDO firmas a favor del Bronco,El Chapucero
Hasta Televisa y los PEÑABOTS lo saben: va a ganar AMLO,El Chapucero
YO SÍ conozco a AMLO y les voy a decir QUÉ ESPERAR DE ÉL si llega a Los Pinos,El Chapucero
COMO LOS RUSOS. Pagó EPN publicidad a YouTube para ATACAR a AMLO,El Chapucero
"¡SORPRESA! Netflix dará GOLPE MORTAL a Fox, Calderón y el PAN en 2018",El Chapucero
¿Se merece Monreal el PERDÓN de AMLO?,El Chapucero
LES PEGA la REALIDAD a Margarita y al Bronco: la gente ¡LOS REPUDIA!,El Chapucero
Se MOLESTA EPN con Carlos Slim y lo deja ¡CON EL SALUDO EN LA MANO!,El Chapucero
¡GANÓ EPN! TUMBÓ alianza PAN-PRD y ahora PRI competirá vs AMLO,El Chapucero
¡POR ESTAS IDIOTECES quiere AMLO vender el avión de EPN!,El Chapucero
"¡MIENTE EPN! México, al borde de una CRISIS SEXENAL como la del 94",El Chapucero
